food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,Carbohydrate_to_Protein_Ratio,Carbohydrate_to_Fat_Ratio,Fiber_to_Carbohydrate_Ratio,Sodium_to_Potassium_Ratio,Caloric_Density
pork egg roll,189.0,6.1,1.3,2.0,2.1,25.1,4.5,8.4,1.8,11.9,0.3,43.6,0.0,0.2,0.019,0.071,0.023,1.9,0.4,0.1,24.9,0.085,0.2,0.064,28.9,0.024,1.3,17.0,0.3,77.4,180.2,0.071,0.8,96.5,2.9880952380596657,4.114754098293202,0.07171314741007286,0.0016648168701433603,2.2716346153818847
corn on the cob with butter,155.0,3.4,1.6,1.0,0.6,31.9,0.0,4.5,0.0,5.8,0.056,105.2,0.004,0.2,0.045,0.0,0.1,2.2,0.4,0.3,6.9,0.0,0.0,0.0,4.4,0.0,0.9,40.9,0.0,108.0,359.2,0.034,0.9,52.078,7.088888888731358,9.38235294090052,0.0,0.00015590200445429959,1.0689655172406423
pancakes with butter syrup,260.0,7.0,2.9,2.6,1.0,45.4,0.0,4.1,0.0,29.0,0.6,57.7,0.015,0.2,0.082,0.046,0.3,1.7,0.3,0.051,1.7,0.0,0.7,0.0,63.8,0.073,1.3,24.4,0.2,237.8,125.3,0.075,0.5,123.319,11.07317073143724,6.485714285621633,0.0,0.00478850758179985,2.2767075306459925
burrito with beans,224.0,6.7,3.4,2.4,0.6,35.7,0.0,7.0,0.0,2.2,0.5,57.0,0.0,0.3,0.067,0.093,0.3,2.0,1.0,0.2,1.0,0.0,0.0,0.0,56.4,0.2,2.3,43.4,0.4,48.8,326.6,0.024,0.8,109.1,5.099999999927143,5.328358208875696,0.0,0.0015309246785053488,2.105263157892758
scrambled eggs,100.0,7.6,2.9,2.8,0.9,1.0,0.8,6.5,0.0,200.2,0.1,31.3,0.066,0.066,0.045,0.041,0.2,0.095,0.4,0.076,1.6,0.086,0.5,0.001,26.8,0.093,1.2,6.6,0.066,113.7,69.1,0.012,0.8,44.726,0.15384615384378697,0.13157894736668976,0.0,0.0014471780028922619,2.1551724137884585
baked potato with sour cream,393.0,22.3,10.0,7.9,3.3,50.0,0.0,6.7,0.0,24.2,0.2,209.7,0.2,0.3,0.086,0.009,0.2,3.7,1.5,0.8,33.8,0.0,0.0,0.0,105.7,0.7,3.1,69.5,0.6,184.2,1383.2,0.088,0.9,221.8,7.4626865670527955,2.2421524663576586,0.0,0.0001445922498553973,1.3612746795977275
turkey and gravy,161.0,6.3,2.0,2.3,1.1,11.1,0.0,14.1,0.0,43.2,1.3,204.2,0.018,0.067,0.058,0.099,0.3,4.3,0.5,0.2,0.0,0.0,0.0,0.0,33.6,0.035,2.2,19.2,0.045,194.4,146.4,0.003,1.7,67.374,0.7872340425476083,1.7619047618767951,0.0,0.008879781420758962,0.6830717013149414
chicken egg roll,158.0,3.6,0.8,1.1,1.5,22.8,4.5,8.4,1.9,11.2,0.4,43.3,0.085,0.2,0.013,0.019,0.1,2.9,0.5,0.2,9.0,0.0,0.3,0.072,37.6,0.056,1.4,24.0,0.3,94.4,224.8,0.032,0.4,84.75,2.714285714253401,6.333333333157407,0.08333333333296783,0.0017793594306041909,2.023047375157461
vegetable egg roll,153.0,3.6,0.6,1.0,1.7,25.0,5.3,5.2,2.2,0.0,0.4,42.5,0.0,0.2,0.04,0.014,0.1,1.6,0.3,0.1,10.7,0.0,0.4,0.099,35.9,0.082,1.5,20.3,0.4,64.7,195.0,0.005,0.4,84.1,4.807692307599852,6.944444444251543,0.08799999999964801,0.0020512820512809996,2.005242463955432
ham cheese roll,67.0,5.2,2.0,2.4,0.6,1.1,0.0,3.8,0.0,16.2,0.3,16.9,0.0,0.2,0.004,0.008,0.033,1.0,0.1,0.019,0.0,0.061,0.037,0.0,16.2,0.078,0.3,4.5,0.0,70.8,82.3,0.018,0.6,26.6,0.28947368420290864,0.2115384615343935,0.0,0.003645200486022302,2.481481481472291
biscuit with ham,386.0,18.4,11.4,4.8,1.0,43.8,2.2,13.4,0.8,24.9,1.1,32.1,0.05,0.5,0.003,0.0,0.3,3.5,0.4,0.1,0.1,0.08,1.4,0.089,160.5,0.054,2.7,22.6,0.4,553.7,196.6,0.011,1.6,239.732,3.2686567163935174,2.3804347825957586,0.0182648401826067,0.005595116988806921,3.5840297121600893
lemon chicken,1440.0,74.9,12.2,16.4,36.7,122.0,55.2,68.6,7.0,203.8,1.5,363.6,0.099,0.3,0.069,0.028,0.4,23.3,3.1,1.5,15.9,0.045,8.1,0.2,248.4,0.2,8.4,95.6,0.6,821.7,987.4,0.001,3.2,545.212,1.778425655974084,1.6288384512661829,0.05737704918028084,0.001519141178853401,2.2889842632328263
hummus,435.0,21.1,2.8,12.0,5.2,49.5,0.7,12.0,9.8,0.0,0.6,159.6,0.0,0.2,0.1,0.0,0.1,1.0,0.7,1.0,19.4,0.0,1.8,0.059,120.5,0.6,3.8,71.3,1.4,270.6,425.6,0.038,2.7,236.1,4.124999999965625,2.345971563969924,0.19797979797939802,0.0014097744360898942,1.7960363336078466
croissant with egg cheese,368.0,24.7,14.1,7.5,1.4,24.3,0.0,12.8,0.0,215.9,0.6,57.7,0.0,0.2,0.096,0.043,0.4,1.5,1.1,0.1,0.1,0.0,0.0,0.0,243.8,0.077,2.2,21.6,0.2,348.0,174.0,0.065,1.8,307.9,1.8984374999851683,0.9838056680122115,0.0,0.003448275862066984,3.079497907947214
enchirito with cheese beef beans,344.0,16.1,7.9,6.5,0.3,33.8,0.0,17.9,0.0,50.2,1.3,121.0,0.074,0.2,0.028,0.051,0.7,3.0,1.8,0.2,4.6,0.0,0.0,0.0,218.1,0.3,2.4,71.4,0.4,223.9,559.7,0.016,2.8,292.984,1.8882681564140322,2.099378881974538,0.0,0.002322672860460546,1.8220338983041198
sweet sour pork,38.0,2.2,0.4,0.5,1.0,3.3,1.4,1.2,0.1,3.4,0.003,7.1,0.003,0.073,0.0,0.002,0.053,0.3,0.086,0.003,0.3,0.0,0.1,0.058,6.4,0.024,0.4,1.8,0.054,18.6,21.3,0.053,0.1,13.977,2.749999999770833,1.4999999999318179,0.03030303030211203,0.00014084507042187396,2.753623188385843
crab cake,160.0,10.4,2.2,4.3,3.1,5.1,0.0,11.3,0.2,82.2,0.5,32.0,0.062,0.039,0.07,0.019,0.016,1.2,0.3,0.1,0.2,0.0,0.0,0.0,202.2,0.4,1.1,25.2,0.3,226.8,162.0,0.029,2.1,230.596,0.4513274336243245,0.4903846153799001,0.03921568627374088,0.003086419753084515,2.7210884353695217
egg dinner roll,107.0,2.2,0.6,1.0,0.4,18.2,1.5,3.3,1.3,17.5,0.2,10.6,0.051,0.2,0.096,0.06,0.2,1.2,0.2,0.065,0.0,0.0,0.1,0.082,20.7,0.04,1.2,8.8,0.2,35.4,36.4,0.066,0.4,46.913,5.51515151498439,8.272727272351238,0.07142857142817897,0.0054945054944904,3.119533527687698
english muffin with egg cheese sausage,472.0,29.9,11.4,11.2,4.6,28.8,2.5,22.1,0.3,269.0,0.8,80.6,0.1,0.6,0.001,0.093,0.4,5.3,1.8,0.1,0.0,0.063,1.6,0.051,277.2,0.3,4.3,28.1,0.3,297.0,242.6,0.064,1.7,362.7,1.303167420808583,0.9632107023379158,0.010416666666630497,0.0032976092333044946,2.9244114002460195
buttermilk pancakes,86.0,3.5,0.7,0.9,1.7,10.9,0.0,2.6,0.0,22.0,0.2,20.0,0.094,0.017,0.009,0.089,0.1,0.6,0.2,0.025,0.2,0.0,0.0,0.0,59.7,0.067,0.6,5.7,0.023,52.8,55.1,0.073,0.2,77.568,4.19230769214645,3.114285714196735,0.0,0.0036297640653291654,2.324324324318042
omelet,94.0,7.1,2.0,3.0,1.7,0.4,0.2,6.4,0.0,190.9,0.013,46.4,0.4,0.1,0.006,0.041,0.055,0.2,0.09,0.8,0.003,0.0,0.098,0.8,0.05,29.3,0.07,0.9,6.7,0.031,101.9,71.4,0.03,14.377,0.06249999999902344,0.056338028168220596,0.0,0.00012757605495571385,1.5588723051383766
taco with chicken cheese lettuce,185.0,6.2,2.5,1.6,1.6,19.3,1.3,13.0,1.2,28.4,0.6,57.3,0.014,0.2,0.029,0.094,0.1,5.1,0.0,0.1,0.2,0.017,0.2,0.075,119.6,0.012,1.6,23.5,0.2,239.1,212.7,0.093,0.7,161.153,1.4846153846039645,3.1129032257562437,0.062176165802786655,0.002820874471084711,1.931106471814268
spinach souffle,230.0,17.6,10.1,5.0,1.0,8.0,2.5,10.7,1.0,160.5,0.8,96.2,0.2,0.1,0.025,0.061,0.4,0.7,0.6,0.1,9.9,0.063,1.3,0.2,224.4,0.093,1.6,40.8,0.4,189.0,314.2,0.01,1.2,273.4,0.7476635513948817,0.45454545454287193,0.1249999999984375,0.0025461489497127484,1.7358490566024636
english muffin with cheese sausage,365.0,22.3,8.8,8.5,3.4,27.3,2.1,14.3,0.5,46.4,0.7,41.0,0.074,0.5,0.046,0.042,0.2,4.6,0.8,0.096,0.0,0.085,0.6,0.01,226.8,0.3,3.4,22.7,0.3,181.4,193.3,0.036,1.3,294.696,1.9090909090775587,1.2242152466312817,0.018315018314951227,0.003621314019656688,3.4795042897964925
potato gratin,328.0,18.6,11.6,5.3,0.7,27.6,0.0,12.4,4.4,56.4,1.1,181.3,0.2,0.2,0.053,0.0,0.3,2.4,0.9,0.4,24.3,0.0,0.0,0.0,291.6,0.4,1.6,49.0,0.4,276.9,970.2,0.036,1.7,380.7,2.2258064515949534,1.4838709677339579,0.15942028985449486,0.0011337868480724455,1.3672363484779628
biscuit with egg,436.0,25.3,8.5,11.7,2.8,35.4,2.5,17.4,0.3,240.7,1.2,62.3,0.1,0.4,0.1,0.002,0.4,3.4,0.9,0.2,0.1,0.027,1.5,0.037,149.4,0.077,2.3,21.8,0.3,526.4,190.0,0.007,1.6,230.3,2.0344827586089975,1.3992094861604774,0.008474576271162501,0.006315789473680887,3.1054131054108938
french fries deep fried,222.0,10.5,1.7,4.2,3.8,29.4,0.2,2.4,2.7,0.0,0.1,27.4,0.063,0.0,0.1,0.002,0.0,0.008,2.1,0.4,0.3,3.3,0.0,1.2,0.075,12.8,0.038,0.6,24.9,0.2,88.8,411.1,0.019,45.364,12.249999999489583,2.799999999973333,0.0918367346935652,0.001126126126124858,3.1850789096080563
sweet sour chicken,46.0,2.3,0.4,0.5,1.2,4.4,2.1,1.8,0.2,4.9,0.043,9.5,0.031,0.002,0.0,0.057,0.015,0.7,0.1,0.024,0.4,0.0,0.2,0.098,8.2,0.098,0.4,2.7,0.1,24.7,28.9,0.04,0.057,17.773,2.444444444308642,1.9130434781776942,0.04545454545351239,0.001487889273351253,2.5555555555413583
burrito with beans beef,460.0,18.0,7.0,7.8,1.4,47.0,5.3,27.8,7.2,62.7,1.4,144.6,0.096,0.4,0.2,0.088,0.3,5.3,0.8,0.5,4.6,0.059,1.1,0.022,216.9,0.3,4.6,60.3,0.6,392.8,648.3,0.031,4.8,326.183,1.690647482008307,2.611111111096605,0.1531914893613762,0.002159494061390998,1.9376579612460247
nachos with cinnamon sugar,592.0,36.0,18.2,11.8,4.1,63.4,0.0,7.2,0.0,39.2,0.4,1.1,0.0,0.2,0.059,0.056,0.4,3.9,1.9,0.2,8.0,0.0,0.0,0.0,85.0,0.2,2.9,19.6,0.5,32.7,78.5,0.044,0.6,202.5,8.805555555433255,1.761111111106219,0.0,0.005095541401267395,5.4967502321211725
arroz con grandules,209.0,5.7,0.9,1.2,2.7,35.4,0.0,4.0,1.6,0.0,0.7,67.7,0.0,0.01,0.0,0.0,0.076,0.6,0.3,0.026,0.0,0.0,0.8,0.066,9.2,0.1,0.3,16.1,0.7,62.1,96.6,0.0,0.9,56.2,8.849999999778749,6.210526315680517,0.045197740112866674,0.007246376811586701,1.8528368794309813
chili con carne,271.0,8.8,3.2,3.6,1.0,33.1,4.7,14.7,8.3,22.8,1.1,191.5,0.4,0.095,0.049,0.005,0.091,0.029,2.0,3.6,0.3,0.5,0.0,1.3,0.063,83.5,0.6,3.4,70.8,0.4,220.1,667.9,0.039,66.245,2.2517006802567914,3.7613636363208935,0.25075528700830585,0.004997728305313496,1.0923014913336992
arroz con abichuelas,223.0,5.4,0.8,1.1,2.5,37.3,0.2,6.2,4.1,0.0,0.6,105.6,0.0,0.045,0.0,0.0,0.072,1.3,0.3,0.069,0.0,0.0,0.4,0.046,23.6,0.2,1.9,33.0,0.7,117.8,304.6,0.071,1.1,78.5,6.01612903216103,6.907407407279491,0.10991957104528172,0.0019697964543657354,1.443365695791946
biscuit with sausage,412.0,27.1,8.2,13.5,3.4,33.3,1.8,10.7,0.4,31.1,0.9,36.4,0.0,0.4,0.078,0.012,0.2,3.8,0.5,0.031,0.0,0.044,0.9,0.035,52.2,0.3,2.1,14.4,0.2,378.5,169.8,0.012,0.8,125.8,3.1121495326811948,1.2287822878183439,0.012012012011975942,0.005300353356887338,3.8325581395313186
vegetarian stew,304.0,7.4,1.2,1.8,3.8,17.3,3.1,42.0,2.7,0.0,1.0,172.9,0.0,1.7,0.3,0.093,1.5,29.6,0.0,2.7,0.0,0.0,1.2,0.041,76.6,1.6,3.2,313.7,0.0,543.4,296.4,0.05,2.7,149.2,0.41190476190378117,2.337837837806245,0.1560693641609476,0.0033738191632917097,1.2687813021697543
chicken sandwich with cheese,632.0,38.8,12.4,13.7,9.9,41.6,0.0,29.4,0.0,77.5,1.2,104.9,0.2,0.4,0.1,0.092,0.5,9.1,1.3,0.4,3.0,0.0,0.0,0.0,257.6,0.2,3.6,43.3,0.4,405.8,332.9,0.073,2.9,374.2,1.4149659863897452,1.072164948450845,0.0,0.0036046860919184127,2.943642291568261
biscuit with egg steak,410.0,28.4,8.6,11.7,5.8,21.3,0.0,17.9,0.0,272.3,0.9,77.7,0.2,0.4,0.018,0.063,0.5,3.1,1.1,0.2,0.1,0.0,0.0,0.0,137.6,0.1,5.3,25.2,0.2,225.0,306.4,0.039,2.8,210.8,1.1899441340715649,0.7499999999973592,0.0,0.002937336814620452,2.8217481073621324
taco salad,212.0,11.2,5.2,3.9,1.3,17.9,0.0,10.0,0.0,33.0,0.6,108.5,0.0,0.091,0.072,0.097,0.3,1.9,1.0,0.2,2.7,0.0,0.0,0.0,145.5,0.2,1.7,39.0,0.3,108.0,315.0,0.001,2.0,189.0,1.7899999999821,1.598214285700016,0.0,0.0019047619047613,1.4363143631426585
succotash,213.0,1.5,0.3,0.3,0.7,46.8,0.0,9.7,0.0,0.0,0.5,131.3,0.0,0.3,0.053,0.0,0.2,2.5,1.1,0.2,15.7,0.0,0.0,0.0,32.6,0.3,2.9,101.8,1.5,224.6,787.2,0.038,1.2,109.2,4.824742267991498,31.19999999792,0.0,0.0006351626016259355,1.125198098256141
nachos with cheese jalapeno peppers,608.0,34.1,14.0,14.4,4.0,60.1,0.0,16.8,0.0,83.6,1.7,87.1,0.4,0.1,0.044,0.05,0.5,2.8,2.4,0.4,1.0,0.0,0.0,0.0,620.2,0.2,2.4,108.1,0.4,393.7,293.8,0.083,2.9,735.0,3.577380952359659,1.7624633431033359,0.0,0.0057862491490790376,3.0691569914169263
biscuit with egg ham,442.0,27.0,5.9,11.0,7.7,31.4,4.2,20.4,0.8,299.5,1.4,108.7,0.1,0.7,0.058,0.062,0.6,2.0,1.7,0.3,0.0,0.093,2.1,0.057,220.8,0.1,4.6,30.7,0.3,316.8,318.7,0.005,2.2,305.1,1.5392156862669648,1.1629629629586558,0.02547770700628829,0.00439284593661613,2.3573333333320763
ladyfingers,103.0,2.6,0.9,1.1,0.4,16.9,7.2,3.0,0.3,62.5,0.016,5.5,0.0,0.096,0.078,0.05,0.1,0.6,0.3,0.077,1.0,0.033,0.2,0.002,13.3,0.063,1.0,3.4,0.063,49.0,32.0,0.037,0.3,38.1,5.633333333145555,6.499999999749999,0.01775147928983579,0.0004999999999984375,3.678571428558291
mozzarella steak fried,102.0,5.9,2.2,1.5,1.6,7.7,0.7,4.6,0.6,10.2,0.2,11.8,0.023,0.025,0.097,0.045,0.088,0.3,0.1,0.018,0.0,0.096,0.3,0.071,107.9,0.02,0.2,6.8,0.052,99.8,35.7,0.094,0.6,126.963,1.6739130434418716,1.3050847457405916,0.07792207792106594,0.00560224089634285,3.3999999999886663
tamale navajo,285.0,11.4,4.5,5.1,1.3,33.7,1.8,11.7,5.8,31.6,0.8,126.7,0.0,0.057,0.069,0.032,0.1,3.0,0.4,0.3,3.2,0.0,0.0,0.0,53.9,0.1,2.3,40.9,0.3,184.1,243.7,0.053,2.8,122.0,2.8803418803172622,2.9561403508512623,0.1721068249253053,0.0032827246614676726,1.5531335149855297
blueberry pancakes,84.0,3.5,0.8,0.9,1.6,11.0,0.0,2.3,0.0,21.3,0.2,20.2,0.023,0.016,0.093,0.044,0.1,0.6,0.2,0.054,0.8,0.0,0.0,0.0,78.3,0.031,0.7,6.1,0.089,57.4,52.4,0.01,0.2,96.631,4.782608695444234,3.142857142767347,0.0,0.003816793893122487,2.270270270264134
chimichanga with beef cheese,443.0,23.4,11.2,9.4,0.7,39.3,0.0,20.1,0.0,51.2,1.0,96.4,0.1,0.4,0.052,0.012,0.9,4.7,1.8,0.2,2.7,0.0,0.0,0.0,237.9,0.4,3.8,60.4,0.5,186.7,203.1,0.085,3.4,327.3,1.9552238805872872,1.6794871794800024,0.0,0.004923682914817862,2.472098214284335
egg cheese sandwich,340.0,19.4,6.6,8.3,2.6,25.9,0.0,15.6,0.0,290.5,0.8,82.2,0.2,0.3,0.021,0.028,0.6,2.1,0.9,0.1,1.5,0.0,0.0,0.0,224.8,0.1,3.0,21.9,0.2,302.2,188.3,0.067,1.6,290.4,1.6602564102457675,1.3350515463848711,0.0,0.004248539564522438,2.375960866525244
biscuit with egg bacon,458.0,31.1,8.0,13.4,7.5,28.6,3.3,17.0,0.8,352.5,1.3,70.0,0.082,0.1,0.038,0.04,0.2,2.4,1.2,0.1,2.7,0.066,2.0,0.098,189.0,0.1,3.7,24.0,0.3,238.5,250.5,0.059,1.6,272.958,1.6823529411665747,0.9196141479070109,0.02797202797193017,0.005189620758480963,3.1220177232425894
pupusas con queso,300.0,15.5,7.6,4.0,1.8,26.2,1.4,13.7,3.4,37.4,0.5,58.9,0.1,0.099,0.0,0.066,0.1,0.6,0.4,0.2,0.0,0.0,0.5,0.073,380.3,0.081,0.7,42.1,0.1,317.1,140.4,0.07,2.2,439.9,1.9124087591101284,1.690322580634256,0.1297709923659169,0.0035612535612510247,2.624671916008202
apple croissant,145.0,5.0,2.8,1.4,0.4,21.1,0.0,4.2,1.4,17.7,0.2,26.0,0.031,0.1,0.022,0.035,0.022,0.9,0.3,0.038,0.3,0.0,0.0,0.0,17.1,0.006,0.6,7.4,0.1,33.1,51.3,0.024,0.6,49.733,5.023809523689909,4.219999999915601,0.06635071090015947,0.003898635477575247,2.575488454702352
refried red beans,336.0,16.1,2.2,3.9,10.2,36.0,0.0,11.7,11.0,0.0,0.9,164.8,0.0,0.053,0.094,0.0,0.092,1.5,0.4,0.2,0.0,0.0,2.4,0.0,76.9,0.5,4.5,83.9,0.7,212.0,722.3,0.058,1.6,156.2,3.0769230768967786,2.2360248447066087,0.30555555555470676,0.0012460196594211207,1.4698162729652364
tostada with guacamole,180.0,11.6,4.9,4.2,1.5,16.0,0.0,6.2,0.0,19.6,0.4,94.6,0.016,0.092,0.004,0.047,0.3,1.0,1.0,0.1,1.8,0.0,0.0,0.0,211.4,0.1,0.8,36.5,0.2,116.1,324.9,0.096,2.0,247.853,2.5806451612486994,1.3793103448156956,0.0,0.001231148045552099,1.4018691588774133
chicken sandwich,468.0,20.9,4.0,8.4,5.9,39.1,6.8,30.4,2.6,65.5,1.4,91.5,0.077,0.03,0.4,0.1,0.053,0.6,14.4,0.6,0.7,1.5,0.031,4.5,0.012,108.5,0.2,3.3,44.9,0.5,346.0,458.2,0.064,94.051,1.286184210522085,1.8708133971202356,0.06649616368269438,0.0040462427745653045,2.5728422209991355
fried rice,228.0,3.2,0.7,0.8,1.3,43.4,0.6,6.5,1.5,32.2,0.6,85.4,0.076,0.052,0.076,0.0,0.088,0.9,0.0,0.066,0.0,0.059,0.2,0.081,19.6,0.1,1.0,14.0,0.6,77.0,123.2,0.062,1.1,75.203,6.676923076820355,13.56249999957617,0.034562211981487186,0.004870129870125917,1.6462093862804
pupusas del cerdo,283.0,12.7,3.9,4.8,2.7,28.1,1.8,14.0,3.2,35.4,0.5,64.8,0.064,0.1,0.0,0.057,0.1,2.9,0.8,0.3,0.0,0.0,0.4,0.016,59.8,0.06,1.2,46.4,0.2,197.6,311.1,0.091,2.0,119.087,2.0071428571285206,2.2125984251794284,0.11387900355831361,0.0016072002571515245,2.366220735783975
turkey pot pie,699.0,34.9,11.4,13.7,5.5,70.3,0.0,25.8,4.4,63.5,1.4,260.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,139.4,2.7248062015398262,2.0143266475586983,0.06258890469407882,13999999999.999998,1.7840735068908158
cheese croissant,331.0,16.7,8.5,5.2,1.9,37.6,9.1,7.4,2.1,45.6,0.3,16.8,0.2,0.4,0.025,0.068,0.3,1.7,0.7,0.064,0.2,0.0,1.2,0.022,42.4,0.018,1.7,19.2,0.3,104.0,105.6,0.027,0.8,108.3,5.081081081012417,2.2514970059745423,0.05585106382963869,0.002840909090906401,4.216560509548769
chimichanga with beef,425.0,19.7,8.5,8.1,1.1,42.8,0.0,19.6,0.0,8.7,0.9,88.2,0.0,0.5,0.068,0.042,0.6,5.8,2.1,0.3,4.7,0.0,0.0,0.0,62.6,0.4,4.5,62.6,0.6,123.5,586.4,0.029,5.0,153.9,2.1836734693766138,2.1725888324762814,0.0,0.0015347885402453045,2.4955960070449232
french toast with butter,178.0,9.4,3.9,3.5,1.2,18.0,0.0,5.2,0.0,58.1,0.3,34.2,0.088,0.3,0.083,0.084,0.2,2.0,0.3,0.004,0.004,0.0,0.0,0.0,36.5,0.072,0.9,8.1,0.1,72.9,88.4,0.065,0.3,70.093,3.461538461471893,1.9148936170009052,0.0,0.0033936651583672014,2.664670658678645
ham egg cheese sandwich,347.0,16.3,7.4,5.7,1.7,30.9,0.0,19.2,0.0,246.0,1.0,73.1,0.2,0.4,0.042,0.095,0.6,4.2,0.9,0.2,2.7,0.0,0.0,0.0,211.6,0.1,3.1,25.7,0.2,346.1,210.2,0.067,2.0,284.0,1.609374999991618,1.8957055214607625,0.0,0.004757373929588603,2.4874551971308336
english muffin with butter,189.0,5.8,2.4,1.5,1.3,30.4,0.0,4.9,0.0,12.6,0.4,20.6,0.089,0.3,0.098,0.0,0.3,2.6,0.1,0.005,0.8,0.0,0.1,0.0,102.7,0.098,1.6,13.2,0.2,85.1,69.3,0.092,0.4,146.209,6.204081632526447,5.241379310254459,0.0,0.005772005771997444,3.0632090761700757
savoury noodle one pan dinner tandaco,172.0,1.2,0.5,32.9,3.6,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,55000000000.0,4.583333332951389,0.0,0.0,25.671641790661617
ham cheese sandwich,352.0,15.5,6.4,6.7,1.4,33.3,0.0,20.7,0.0,58.4,0.8,74.2,0.019,0.3,0.07,0.026,0.5,2.7,1.0,0.2,2.8,0.0,0.3,0.0,129.9,0.2,3.2,16.1,0.1,151.8,290.5,0.078,1.4,205.416,1.6086956521661415,2.1483870967603327,0.0,0.002753872633389758,2.449547668752645
sweet gefilte fish,35.0,0.7,0.2,0.3,0.1,3.1,0.0,3.8,0.0,12.6,0.2,33.7,0.062,0.028,0.064,0.076,0.024,0.4,0.085,0.067,0.3,0.0,0.0,0.0,9.7,0.01,1.0,3.8,0.051,30.7,38.2,0.038,0.3,18.677,0.8157894736627425,4.428571427938776,0.0,0.005235602094227132,0.847457627116592
poached egg,72.0,4.7,1.6,1.8,1.0,0.4,0.2,6.3,0.0,185.0,0.1,37.9,0.088,0.059,0.051,0.061,0.2,0.022,0.8,0.09,0.0,0.084,0.5,0.032,28.0,0.071,0.9,6.0,0.044,98.5,69.0,0.014,0.6,40.398,0.06349206349105568,0.08510638297691263,0.0,0.0014492753623167403,1.4604462474615407
tostada with beef cheese,315.0,16.3,10.4,3.3,1.0,22.8,0.0,19.0,0.0,40.8,0.9,101.1,0.022,0.034,0.076,0.069,0.6,3.1,1.9,0.2,2.6,0.0,0.0,0.0,216.8,0.3,2.9,63.6,0.5,179.3,572.1,0.093,3.7,280.498,1.1999999999936843,1.398773006126388,0.0,0.0015731515469320793,1.9786432160791594
tostada with beans cheese,223.0,9.9,5.4,3.1,0.7,26.5,0.0,9.6,0.0,30.2,0.5,95.4,0.011,0.1,0.05,0.017,0.3,1.3,1.1,0.2,1.3,0.0,0.0,0.0,210.2,0.2,1.9,59.0,0.4,116.6,403.2,0.072,1.9,259.467,2.7604166666379126,2.6767676767406385,0.0,0.0012400793650790575,1.577086280055462
pork tamale,247.0,12.8,3.8,4.6,2.9,22.4,0.7,10.4,3.4,28.4,0.7,93.8,0.037,0.045,0.0,0.045,0.05,1.8,0.5,0.2,0.0,0.0,0.8,0.033,106.5,0.043,1.2,36.9,0.3,170.4,215.8,0.048,1.7,156.766,2.1538461538254436,1.7499999999863278,0.15178571428503668,0.003243744207598126,1.7718794834994465
nachos with cheese,274.0,17.2,1.7,11.2,4.0,27.9,1.7,3.5,2.6,2.4,0.3,29.9,0.044,0.09,0.065,0.041,0.006,0.1,0.5,0.9,0.2,0.9,0.0,3.3,0.05,50.4,0.029,0.6,33.6,0.2,158.4,289.6,0.068,51.581,7.971428571200816,1.6220930232463833,0.09318996415737209,0.0018939393939381983,3.490445859868165
pulled pork in barbecue sauce,418.0,11.0,3.5,4.5,1.9,46.7,37.8,32.8,3.0,87.2,1.7,151.9,0.0,0.4,0.042,0.067,0.3,7.5,2.0,0.6,0.5,0.064,2.2,0.099,109.6,0.2,3.1,54.8,0.2,400.9,759.5,0.049,4.6,206.7,1.4237804878005373,4.24545454541595,0.06423982869365258,0.002238314680710699,1.7244224422435133
baked potato with cheese sauce,474.0,28.7,10.6,10.7,6.0,46.5,0.0,14.6,0.0,17.8,0.4,194.6,0.3,0.2,0.078,0.01,0.2,3.3,1.3,0.7,26.0,0.0,0.0,0.0,310.8,0.6,3.0,65.1,0.5,319.7,1166.2,0.042,1.9,429.9,3.1849315068275006,1.6202090592278042,0.0,0.0003429943405933508,1.6666666666660808
baked beans,310.0,10.3,3.9,4.3,1.5,43.3,0.0,11.1,11.0,10.0,0.8,130.3,0.0,0.0,0.3,0.031,0.0,0.036,0.8,0.3,0.2,2.2,0.0,0.0,0.0,122.0,0.3,4.0,86.0,0.5,218.0,716.0,0.052,76.2,3.9009009008657576,4.203883495104816,0.2540415704382124,0.003669724770640519,1.5897435897427745
arroz con frijoles,220.0,5.6,1.1,1.3,2.3,35.6,1.3,6.8,5.0,0.0,0.6,95.6,0.0,0.2,0.0,0.0,0.024,1.5,0.4,0.071,0.0,0.0,0.7,0.096,54.0,0.2,2.3,38.0,0.6,127.0,327.0,0.069,1.1,109.3,5.23529411757007,6.357142857029338,0.14044943820185266,0.0018348623853205398,1.5320334261827773
